430,7509,0
8,7474,0
3,136,1
771,129,1
890,1032,1
7,7516,0
5,434,1
317,2925,1
14,16,1
86,7393,0
649,34,1
491,7518,0
95,111,0
15,188,0
176,64,0
62,24,1
9,534,1
444,7524,0
179,7604,0
58,762,1
37,7448,0
38,7392,1
95,36,0
272,7572,0
372,144,1
351,222,1
32,696,1
167,1655,1
92,3208,1
286,7579,0
647,7503,0
348,694,1
7,7558,0
1195,8,0
24,73,1
192,498,1
11,150,1
142,272,0
498,708,0
11,32,0
815,7581,0
31,59,1
2,379,1
8,5679,0
58,1032,1
1524,7590,1
8,7471,0
535,3516,1
3271,1870,1
491,281,0
304,14,1
284,7372,0
8,7381,0
16,7438,0
2,9,1
108,798,1
206,7550,0
8,7435,0
172,7604,0
60,7564,0
798,949,0
42,1337,1
105,12,1
245,7600,0
51,26,1
7428,7529,0
32,12,1
153,869,1
164,114,1
61,599,1
454,754,1
103,128,1
11,7499,0
96,3387,1
7496,708,0
7564,629,0
82,321,1
76,5342,0
1159,863,0
324,1934,1
613,26,1
11,1775,1
7,3019,1
436,7437,0
30,7604,0
8,527,0
281,3443,0
179,177,0
7525,335,0
7528,591,0
288,280,1
5,92,1
536,3516,1
5342,7551,0
217,1651,1
542,1638,1
8,1865,1
7382,708,0
424,183,1
7595,7604,0
51,145,1
8,1883,0
8,372,0
26,2358,0
30,7565,0
491,85,1
214,656,1
7591,7422,0
7604,134,0
142,1779,1
254,677,1
1,586,1
8,547,0
7,7507,0
177,1524,1
244,2318,0
274,232,1
58,7600,0
52,32,1
8,7488,0
7374,1462,1
5342,323,0
7403,2787,0
651,94,1
173,1841,1
8,7492,0
7,7599,0
7589,508,0
8,7359,0
72,3347,1
241,188,1
114,469,0
8,7361,0
9,546,1
38,7454,0
951,798,1
9,7568,0
491,177,0
193,7388,0
7413,1950,1
44,39,1
5342,1235,0
123,40,1
8,7357,0
5342,1611,0
863,2068,1
42,45,1
182,7604,0
710,769,1
7599,7334,1
47,487,1
249,523,1
7603,8,0
7552,104,0
5342,7530,0
5,1832,1
2336,94,1
7557,253,0
95,7339,0
8,1346,0
95,7580,0
7564,1697,1
206,61,1
906,7325,0
8,597,0
7,2358,0
1186,245,1
1,2271,1
1691,7601,0
15,267,0
35,26,1
222,85,0
47,7604,0
122,1738,1
15,3448,1
1,1881,1
124,3079,0
188,7594,0
491,176,0
259,19,1
200,234,1
38,272,1
1,1542,1
83,487,0
85,7601,0
1691,7600,0
61,2398,1
10,103,1
7564,1260,1
166,7517,0
327,344,1
278,1638,0
275,1119,1
7569,324,0
29,242,1
850,1960,1
24,1691,1
791,7409,0
10,7595,0
47,7602,0
15,7366,0
188,7602,0
11,409,1
125,7367,0
117,1314,1
876,7476,0
202,1651,1
16,781,1
15,185,0
95,7574,0
1147,491,0
244,641,1
206,7514,0
5342,478,0
7603,134,0
10,1111,1
5342,7373,0
210,2732,1
7,1499,1
508,339,1
54,2336,0
5,7503,0
988,7596,1
563,99,1
585,7604,0
42,715,1
6792,527,1
272,7566,0
29,1056,1
7564,1249,0
2336,2293,0
85,601,1
226,7524,1
18,874,1
7488,708,0
1210,995,0
18,1477,1
26,191,1
47,6,1
116,810,1
491,43,1
43,137,1
85,337,0
375,7591,0
8,7493,0
42,43,1
5,946,0
2,658,1
45,7395,0
40,1226,1
328,1964,1
217,1292,0
26,7604,0
311,2202,1
272,1292,0
113,7580,0
7502,7363,0
211,1292,0
28,1455,1
2,58,1
1811,3079,0
5342,689,0
87,214,0
15,47,0
2045,1680,1
177,7517,1
347,8,0
8,599,0
42,62,1
739,78,1
20,7577,0
2252,33,1
1235,2013,1
49,82,1
396,4,1
1195,49,1
8,665,0
5342,7581,0
85,7598,0
613,226,1
851,444,1
46,881,1
7444,2396,0
270,436,1
4,842,1
64,233,1
173,7559,0
36,2377,1
7601,7598,1
11,7564,0
2336,188,0
15,7400,0
2336,7364,0
43,7601,0
593,7441,0
11,2257,1
116,36,1
100,7604,0
340,921,1
51,176,0
5342,7407,0
409,797,1
93,7342,0
614,7520,0
5342,7392,0
8,2336,1
433,2369,1
89,7564,0
52,1138,1
798,204,1
2108,682,1
216,7604,0
1988,7373,1
42,693,1
3134,95,0
188,1762,0
19,262,1
656,812,1
97,7451,0
365,2096,1
370,43,0
1248,101,1
2,767,1
58,338,0
188,815,0
431,7398,0
30,7517,0
5342,7594,0
182,149,1
8,105,1
42,7438,0
142,30,0
9,77,1
21,48,1
6,33,1
647,7545,0
10,7399,0
2336,7544,0
7564,102,0
11,43,1
2529,795,1
62,886,1
8,7470,0
222,7591,1
1,2795,1
7589,159,0
8,2408,1
185,105,0
260,78,1
259,7604,0
23,501,1
11,58,0
97,475,1
331,6,1
42,7403,1
148,8,0
433,7595,0
170,2224,1
1691,287,0
424,36,1
19,321,1
11,19,0
376,7560,1
14,197,1
5,7532,0
2,471,1
379,270,1
11,258,1
7603,104,0
1,3422,1
2336,7604,0
7503,321,1
1450,2050,1
177,521,1
11,1116,1
124,813,1
168,7598,0
331,8,0
60,7573,0
123,177,1
650,7507,1
2,420,1
1,258,1
1546,138,1
58,7544,0
7603,7518,0
561,106,1
5,338,0
44,420,1
448,1265,1
2,562,1
687,7593,0
491,7601,0
106,70,1
177,7,0
90,79,1
146,541,1
95,882,1
289,627,1
58,7422,0
536,2614,1
7597,49,0
15,7552,0
219,2686,1
27,1179,1
8,7491,0
68,7598,0
2336,400,0
244,6,1
11,550,1
145,227,1
125,1032,0
179,7552,0
1693,366,1
7,3177,1
185,245,0
22,205,1
5,7477,0
12,280,1
85,7579,0
2336,7385,0
24,6014,1
13,1759,1
4,2405,1
15,3431,1
5,384,0
8,879,0
8,7475,0
61,1614,1
43,7588,0
7564,252,0
1,1195,1
8,7362,0
99,641,0
85,7604,0
5342,7584,0
798,33,0
44,249,1
8,969,0
9,19,1
38,121,1
23,139,1
23,935,1
65,7572,0
7601,1159,0
2,93,1
11,1883,1
123,391,1
174,185,0
918,343,1
23,504,1
118,32,1
2336,3286,0
118,115,1
2336,218,1
118,173,1
73,188,0
333,7604,0
188,7579,0
1,734,1
389,311,1
281,302,0
239,2562,1
9,70,1
312,7604,0
224,535,1
35,14,0
87,7473,0
7,7504,0
8,427,0
1388,1902,1
95,26,1
79,1660,1
8,268,0
1502,8,0
15,1249,0
26,7578,0
1202,604,1
124,750,1
220,959,1
73,32,1
72,324,1
85,288,1
16,34,1
222,120,1
7604,130,0
106,7582,0
168,7601,0
3,320,1
85,34,1
15,7330,0
83,277,1
639,7593,0
231,26,1
8,5446,0
155,2714,1
215,569,1
177,7565,0
1,155,1
4,446,1
5342,516,0
341,2461,1
114,7310,0
3,5679,1
198,7527,0
11,26,0
7,7505,0
430,247,0
462,1878,1
11,7328,1
15,3369,0
287,966,1
7394,7576,0
222,31,0
166,205,1
