2090,2125,1,3699
4683.0,4733,1,
23.0,113,1,
1366.0,1757,1,
4701.0,4748,1,
178.0,3784,1,
35.0,3739,1,
163.0,1383,1,
4179.0,4204,1,
17.0,418,1,
4499.0,4867,1,
2942.0,4614,1,
462.0,576,1,
5508.0,5770,1,
2296.0,3254,1,
2625.0,5316,1,
1810.0,4634,1,
23.0,32,1,
5345.0,5448,1,
2725.0,2962,1,
5065.0,5528,1,
4779.0,4934,1,
346.0,627,1,
2642.0,4078,1,
5227.0,5241,1,
687.0,856,1,
2125.0,3327,1,
1620.0,1686,1,
1018.0,3006,1,
2233.0,4197,1,
905.0,4331,1,
2642.0,2839,1,
4474.0,4993,1,
2167.0,3129,1,
2485.0,2635,1,
3561.0,4107,1,
3725.0,5074,1,
3366.0,3374,1,
4649.0,4893,1,
2141.0,2245,1,
2296.0,2561,1,
900.0,3750,1,
3988.0,5409,1,
2125.0,2265,1,
2173.0,2195,1,
1312.0,1322,1,
1843.0,2403,1,
3919.0,5789,1,
832.0,957,1,
2878.0,3129,1,
113.0,550,1,
353.0,2449,1,
1585.0,1773,1,
4.0,538,1,
2835.0,3349,1,
2167.0,4431,1,
963.0,1348,1,
1832.0,4331,1,
3828.0,4320,1,
1334.0,3976,1,
17.0,254,1,
3804.0,5267,1,
35.0,1348,1,
3781.0,5524,1,
62.0,93,1,
573.0,1461,1,
1162.0,1224,1,
146.0,3817,1,
1615.0,2665,1,
2933.0,3016,1,
2642.0,3150,1,
3487.0,3878,1,
523.0,1873,1,
929.0,1162,1,
4942.0,5103,1,
374.0,931,1,
1.0,308,1,
1566.0,1660,1,
1508.0,1765,1,
905.0,4184,1,
35.0,3458,1,
1487.0,1585,1,
1363.0,2296,1,
2775.0,2830,1,
2378.0,4076,1,
2067.0,2472,1,
1731.0,2173,1,
2022.0,2023,1,
1334.0,1543,1,
689.0,837,1,
13.0,5917,1,
256.0,257,1,
2848.0,3171,1,
1366.0,1816,1,
5623.0,5806,1,
3445.0,4311,1,
2625.0,3828,1,
325.0,653,1,
2642.0,3487,1,
1810.0,2770,1,
5237.0,5239,1,
3540.0,3627,1,
418.0,630,1,
353.0,1562,1,
1018.0,2821,1,
2710.0,4965,1,
1490.0,1562,1,
2045.0,5917,1,
546.0,2195,1,
2028.0,3198,1,
2717.0,2752,1,
3475.0,3653,1,
13.0,159,1,
222.0,1296,1,
4363.0,4530,1,
129.0,1939,1,
2266.0,2388,1,
2642.0,3618,1,
2299.0,2389,1,
3935.0,4128,1,
4402.0,4434,1,
3195.0,3273,1,
2795.0,2897,1,
2642.0,3433,1,
1543.0,2125,1,
4172.0,4098,1,
1620.0,3119,1,
1.0,539,1,
3885.0,4019,1,
2642.0,4197,1,
3129.0,4780,1,
6000.0,6002,1,
304.0,929,1,
2642.0,3387,1,
1953.0,3641,1,
64.0,538,1,
1281.0,1987,1,
3366.0,3481,1,
489.0,925,1,
4172.0,4252,1,
1764.0,2625,1,
1421.0,1386,1,
2635.0,3033,1,
664.0,4787,1,
1018.0,4918,1,
2397.0,2399,1,
1997.0,2198,1,
399.0,472,1,
3880.0,4779,1,
1733.0,2538,1,
340.0,1690,1,
4172.0,4411,1,
1352.0,5655,1,
1565.0,1832,1,
1555.0,1562,1,
495.0,610,1,
4107.0,4522,1,
913.0,923,1,
1803.0,2028,1,
2173.0,2270,1,
2284.0,3353,1,
2252.0,2934,1,
1953.0,3037,1,
146.0,4174,1,
722.0,1366,1,
2688.0,2934,1,
36.0,1228,1,
2296.0,2725,1,
3528.0,4833,1,
5596.0,5657,1,
2642.0,3828,1,
4925.0,5649,1,
387.0,530,1,
522.0,1376,1,
13.0,3405,1,
4197.0,4703,1,
2045.0,5028,1,
546.0,4353,1,
1185.0,4222,1,
363.0,1743,1,
4559.0,4887,1,
3250.0,3366,1,
35.0,3105,1,
2635.0,2890,1,
1764.0,2961,1,
958.0,1065,1,
2344.0,2625,1,
3487.0,4875,1,
3897.0,4553,1,
7.0,522,1,
4611.0,4806,1,
1383.0,1565,1,
280.0,1094,1,
41.0,718,1,
4867.0,5612,1,
159.0,1363,1,
104.0,108,1,
2110.0,2977,1,
3197.0,3232,1,
3452.0,5028,1,
3719.0,5612,1,
1675.0,1981,1,
5408.0,5423,1,
1585.0,1810,1,
4004.0,4198,1,
2409.0,3653,1,
1.0,522,1,
60.0,108,1,
1890.0,2125,1,
4559.0,4879,1,
4649.0,5869,1,
3445.0,4315,1,
3916.0,4337,1,
1964.0,1967,1,
5413.0,5707,1,
3828.0,4419,1,
3345.0,3903,1,
1.0,4291,1,
3897.0,4119,1,
2524.0,2618,1,
3335.0,3437,1,
1906.0,1908,1,
2012.0,2388,1,
2728.0,2880,1,
3600.0,3815,1,
1615.0,1768,1,
41.0,2089,1,
270.0,309,1,
178.0,1647,1,
35.0,3053,1,
2266.0,3593,1,
25.0,1690,1,
635.0,1372,1,
3722.0,3878,1,
178.0,194,1,
650.0,984,1,
2404.0,4345,1,
2110.0,4971,1,
1044.0,2141,1,
2028.0,2588,1,
113.0,171,1,
1001.0,3099,1,
35.0,2470,1,
2028.0,2584,1,
2028.0,2801,1,
35.0,4360,1,
1383.0,2217,1,
1733.0,1905,1,
3229.0,5012,1,
304.0,2255,1,
1044.0,1921,1,
2962.0,3757,1,
2028.0,2647,1,
178.0,1040,1,
1334.0,1731,1,
29.0,347,1,
35.0,2448,1,
35.0,1834,1,
1201.0,1478,1,
