144,1561,1,9,79
7.0,1757.0,1,,
316.0,693.0,1,,
10.0,970.0,1,,
386.0,7564.0,1,,
223.0,910.0,1,,
462.0,163.0,1,,
39.0,7550.0,1,,
186.0,400.0,1,,
1.0,1295.0,1,,
194.0,91.0,1,,
26.0,128.0,1,,
116.0,2376.0,1,,
137.0,1781.0,1,,
177.0,295.0,1,,
12.0,826.0,1,,
22.0,159.0,1,,
399.0,363.0,1,,
4.0,1642.0,1,,
164.0,1386.0,1,,
92.0,648.0,1,,
876.0,7553.0,1,,
356.0,405.0,1,,
74.0,824.0,1,,
982.0,2398.0,1,,
246.0,418.0,1,,
281.0,2436.0,1,,
43.0,134.0,1,,
6.0,3112.0,1,,
9.0,122.0,1,,
177.0,487.0,1,,
389.0,7400.0,1,,
12.0,33.0,1,,
276.0,887.0,1,,
126.0,3381.0,1,,
491.0,381.0,1,,
151.0,808.0,1,,
7601.0,7598.0,1,,
7.0,429.0,1,,
11.0,1311.0,1,,
7603.0,1264.0,1,,
148.0,466.0,1,,
276.0,556.0,1,,
891.0,93.0,1,,
99.0,2473.0,1,,
10.0,787.0,1,,
130.0,949.0,1,,
2336.0,3435.0,1,,
521.0,438.0,1,,
1.0,1500.0,1,,
17.0,142.0,1,,
58.0,349.0,1,,
2.0,263.0,1,,
79.0,2678.0,1,,
519.0,745.0,1,,
13.0,279.0,1,,
2.0,1222.0,1,,
255.0,22.0,1,,
7603.0,272.0,1,,
42.0,33.0,1,,
11.0,41.0,1,,
19.0,43.0,1,,
34.0,59.0,1,,
21.0,157.0,1,,
467.0,101.0,1,,
140.0,2318.0,1,,
77.0,853.0,1,,
142.0,3.0,1,,
95.0,1307.0,1,,
697.0,332.0,1,,
79.0,2101.0,1,,
1658.0,1654.0,1,,
38.0,80.0,1,,
380.0,668.0,1,,
7.0,497.0,1,,
151.0,2971.0,1,,
77.0,48.0,1,,
207.0,36.0,1,,
123.0,128.0,1,,
1.0,3421.0,1,,
242.0,56.0,1,,
1.0,2853.0,1,,
95.0,31.0,1,,
15.0,272.0,1,,
118.0,528.0,1,,
18.0,630.0,1,,
81.0,128.0,1,,
798.0,857.0,1,,
73.0,228.0,1,,
33.0,1766.0,1,,
476.0,2567.0,1,,
360.0,184.0,1,,
2074.0,1252.0,1,,
424.0,36.0,1,,
35.0,1386.0,1,,
613.0,26.0,1,,
135.0,2895.0,1,,
34.0,308.0,1,,
96.0,1553.0,1,,
158.0,650.0,1,,
260.0,1135.0,1,,
1.0,2185.0,1,,
266.0,69.0,1,,
2.0,446.0,1,,
585.0,1859.0,1,,
702.0,707.0,1,,
208.0,162.0,1,,
1692.0,1115.0,1,,
2269.0,2274.0,1,,
38.0,1483.0,1,,
61.0,1614.0,1,,
39.0,2873.0,1,,
137.0,2094.0,1,,
7564.0,1665.0,1,,
1256.0,873.0,1,,
98.0,1597.0,1,,
27.0,1772.0,1,,
40.0,1224.0,1,,
706.0,128.0,1,,
58.0,26.0,1,,
7603.0,2789.0,1,,
10.0,277.0,1,,
116.0,3137.0,1,,
126.0,230.0,1,,
259.0,479.0,1,,
3.0,1816.0,1,,
474.0,7394.0,1,,
19.0,245.0,1,,
249.0,36.0,1,,
173.0,81.0,1,,
145.0,318.0,1,,
1.0,2806.0,1,,
115.0,2302.0,1,,
58.0,171.0,1,,
7.0,1499.0,1,,
45.0,26.0,1,,
3134.0,617.0,1,,
16.0,1212.0,1,,
1.0,142.0,1,,
90.0,405.0,1,,
7.0,1516.0,1,,
196.0,22.0,1,,
70.0,26.0,1,,
38.0,954.0,1,,
1298.0,1501.0,1,,
272.0,2647.0,1,,
84.0,339.0,1,,
12.0,1184.0,1,,
10.0,487.0,1,,
44.0,379.0,1,,
72.0,324.0,1,,
15.0,897.0,1,,
525.0,458.0,1,,
37.0,474.0,1,,
35.0,86.0,1,,
109.0,535.0,1,,
20.0,231.0,1,,
25.0,228.0,1,,
250.0,406.0,1,,
190.0,7604.0,1,,
14.0,2804.0,1,,
155.0,64.0,1,,
384.0,541.0,1,,
258.0,1535.0,1,,
7.0,371.0,1,,
124.0,227.0,1,,
155.0,2714.0,1,,
870.0,210.0,1,,
304.0,392.0,1,,
18.0,2693.0,1,,
2102.0,231.0,1,,
5.0,136.0,1,,
15.0,2287.0,1,,
896.0,154.0,1,,
115.0,5679.0,1,,
7.0,1171.0,1,,
14.0,2135.0,1,,
23.0,844.0,1,,
18.0,2758.0,1,,
10.0,258.0,1,,
119.0,293.0,1,,
4.0,25.0,1,,
35.0,2727.0,1,,
15.0,1074.0,1,,
475.0,282.0,1,,
500.0,1425.0,1,,
431.0,278.0,1,,
106.0,2041.0,1,,
729.0,1656.0,1,,
50.0,2880.0,1,,
196.0,1570.0,1,,
35.0,346.0,1,,
12.0,2396.0,1,,
96.0,704.0,1,,
113.0,7.0,1,,
7410.0,319.0,1,,
154.0,72.0,1,,
329.0,689.0,1,,
586.0,592.0,1,,
4.0,2868.0,1,,
86.0,832.0,1,,
89.0,3774.0,1,,
1.0,1574.0,1,,
80.0,1047.0,1,,
57.0,1742.0,1,,
333.0,643.0,1,,
22.0,189.0,1,,
37.0,297.0,1,,
231.0,39.0,1,,
1402.0,2635.0,1,,
45.0,1947.0,1,,
99.0,84.0,1,,
256.0,4934.0,1,,
564.0,129.0,1,,
25.0,295.0,1,,
219.0,34.0,1,,
1.0,1339.0,1,,
206.0,979.0,1,,
33.0,870.0,1,,
298.0,568.0,1,,
37.0,21.0,1,,
44.0,40.0,1,,
85.0,93.0,1,,
25.0,287.0,1,,
1413.0,717.0,1,,
30.0,8.0,1,,
71.0,2223.0,1,,
299.0,614.0,1,,
2.0,710.0,1,,
1518.0,830.0,1,,
33.0,7398.0,1,,
21.0,360.0,1,,
112.0,13.0,1,,
30.0,1059.0,1,,
373.0,26.0,1,,
7564.0,1116.0,1,,
1129.0,460.0,1,,
781.0,928.0,1,,
42.0,101.0,1,,
1117.0,254.0,1,,
86.0,1891.0,1,,
30.0,750.0,1,,
158.0,904.0,1,,
682.0,2722.0,1,,
23.0,768.0,1,,
23.0,1078.0,1,,
8.0,2389.0,1,,
376.0,64.0,1,,
380.0,278.0,1,,
221.0,556.0,1,,
51.0,177.0,1,,
24.0,88.0,1,,
145.0,234.0,1,,
571.0,1474.0,1,,
455.0,954.0,1,,
87.0,98.0,1,,
172.0,641.0,1,,
152.0,38.0,1,,
85.0,125.0,1,,
16.0,187.0,1,,
867.0,4311.0,1,,
9.0,452.0,1,,
290.0,33.0,1,,
1.0,1583.0,1,,
56.0,147.0,1,,
116.0,822.0,1,,
688.0,1026.0,1,,
1.0,2904.0,1,,
258.0,1498.0,1,,
26.0,494.0,1,,
38.0,1289.0,1,,
1804.0,3030.0,1,,
226.0,865.0,1,,
3.0,2903.0,1,,
226.0,7524.0,1,,
15.0,3430.0,1,,
1249.0,863.0,1,,
1.0,1195.0,1,,
2.0,272.0,1,,
2336.0,218.0,1,,
3.0,433.0,1,,
35.0,258.0,1,,
1628.0,574.0,1,,
209.0,184.0,1,,
522.0,171.0,1,,
3.0,7525.0,1,,
3.0,2290.0,1,,
11.0,124.0,1,,
129.0,1215.0,1,,
249.0,163.0,1,,
32.0,201.0,1,,
10.0,623.0,1,,
308.0,1357.0,1,,
30.0,319.0,1,,
25.0,813.0,1,,
96.0,648.0,1,,
18.0,2228.0,1,,
59.0,308.0,1,,
304.0,945.0,1,,
507.0,535.0,1,,
165.0,7560.0,1,,
113.0,3.0,1,,
3774.0,1684.0,1,,
534.0,16.0,1,,
1.0,330.0,1,,
44.0,1087.0,1,,
1.0,3295.0,1,,
597.0,1848.0,1,,
390.0,184.0,1,,
67.0,69.0,1,,
11.0,66.0,1,,
988.0,629.0,1,,
1129.0,3.0,1,,
561.0,1087.0,1,,
845.0,991.0,1,,
412.0,759.0,1,,
164.0,85.0,1,,
60.0,25.0,1,,
58.0,173.0,1,,
4.0,1003.0,1,,
4.0,781.0,1,,
2908.0,631.0,1,,
53.0,7602.0,1,,
216.0,26.0,1,,
239.0,1972.0,1,,
264.0,1457.0,1,,
504.0,2593.0,1,,
214.0,453.0,1,,
155.0,36.0,1,,
179.0,1691.0,1,,
749.0,813.0,1,,
15.0,438.0,1,,
1331.0,12.0,1,,
107.0,16.0,1,,
333.0,229.0,1,,
3.0,1834.0,1,,
86.0,7087.0,1,,
55.0,2995.0,1,,
333.0,244.0,1,,
125.0,458.0,1,,
365.0,50.0,1,,
824.0,171.0,1,,
23.0,99.0,1,,
88.0,1518.0,1,,
137.0,253.0,1,,
56.0,1539.0,1,,
87.0,27.0,1,,
9.0,267.0,1,,
92.0,12.0,1,,
23.0,935.0,1,,
375.0,114.0,1,,
12.0,983.0,1,,
20.0,372.0,1,,
10.0,166.0,1,,
18.0,220.0,1,,
179.0,7334.0,1,,
482.0,7389.0,1,,
7552.0,7521.0,1,,
15.0,196.0,1,,
536.0,2614.0,1,,
244.0,295.0,1,,
131.0,110.0,1,,
7.0,145.0,1,,
17.0,60.0,1,,
107.0,6.0,1,,
88.0,646.0,1,,
699.0,243.0,1,,
2.0,236.0,1,,
1736.0,31.0,1,,
563.0,444.0,1,,
15.0,2436.0,1,,
460.0,705.0,1,,
424.0,1437.0,1,,
252.0,343.0,1,,
187.0,485.0,1,,
61.0,3123.0,1,,
9.0,177.0,1,,
57.0,2656.0,1,,
17.0,39.0,1,,
7564.0,680.0,1,,
11.0,423.0,1,,
124.0,3.0,1,,
28.0,2585.0,1,,
2.0,223.0,1,,
75.0,401.0,1,,
7415.0,863.0,1,,
168.0,591.0,1,,
71.0,968.0,1,,
113.0,801.0,1,,
217.0,1651.0,1,,
96.0,375.0,1,,
599.0,229.0,1,,
108.0,54.0,1,,
17.0,197.0,1,,
55.0,144.0,1,,
52.0,484.0,1,,
7.0,1495.0,1,,
129.0,1096.0,1,,
475.0,7406.0,1,,
182.0,778.0,1,,
13.0,46.0,1,,
174.0,822.0,1,,
145.0,65.0,1,,
12.0,191.0,1,,
22.0,64.0,1,,
6.0,1254.0,1,,
45.0,224.0,1,,
11.0,734.0,1,,
651.0,984.0,1,,
25.0,2980.0,1,,
48.0,2734.0,1,,
18.0,874.0,1,,
272.0,2476.0,1,,
328.0,447.0,1,,
15.0,7087.0,1,,
40.0,452.0,1,,
178.0,5.0,1,,
246.0,653.0,1,,
395.0,962.0,1,,
156.0,198.0,1,,
378.0,180.0,1,,
7564.0,1105.0,1,,
342.0,3205.0,1,,
526.0,3216.0,1,,
91.0,532.0,1,,
99.0,716.0,1,,
1.0,888.0,1,,
1461.0,101.0,1,,
336.0,59.0,1,,
424.0,287.0,1,,
7564.0,1661.0,1,,
417.0,371.0,1,,
348.0,787.0,1,,
448.0,1265.0,1,,
398.0,3359.0,1,,
75.0,132.0,1,,
7603.0,40.0,1,,
21.0,100.0,1,,
50.0,633.0,1,,
142.0,43.0,1,,
330.0,2410.0,1,,
16.0,2954.0,1,,
7603.0,39.0,1,,
294.0,2827.0,1,,
105.0,830.0,1,,
249.0,1368.0,1,,
248.0,1192.0,1,,
34.0,490.0,1,,
13.0,1817.0,1,,
252.0,2733.0,1,,
154.0,34.0,1,,
666.0,704.0,1,,
42.0,76.0,1,,
55.0,1236.0,1,,
119.0,283.0,1,,
110.0,141.0,1,,
2336.0,1390.0,1,,
792.0,2724.0,1,,
108.0,109.0,1,,
177.0,83.0,1,,
35.0,994.0,1,,
677.0,282.0,1,,
256.0,57.0,1,,
2.0,1487.0,1,,
350.0,3007.0,1,,
536.0,406.0,1,,
146.0,14.0,1,,
196.0,2287.0,1,,
226.0,1252.0,1,,
475.0,1627.0,1,,
17.0,1989.0,1,,
1.0,2305.0,1,,
2.0,389.0,1,,
177.0,135.0,1,,
30.0,318.0,1,,
7.0,7590.0,1,,
67.0,51.0,1,,
1318.0,69.0,1,,
6.0,408.0,1,,
67.0,1289.0,1,,
949.0,369.0,1,,
7599.0,7334.0,1,,
18.0,1305.0,1,,
1085.0,129.0,1,,
1.0,123.0,1,,
7554.0,1035.0,1,,
43.0,1568.0,1,,
1052.0,1062.0,1,,
918.0,920.0,1,,
1.0,2281.0,1,,
314.0,1125.0,1,,
617.0,85.0,1,,
72.0,77.0,1,,
34.0,983.0,1,,
424.0,2188.0,1,,
732.0,682.0,1,,
11.0,487.0,1,,
1.0,1382.0,1,,
209.0,565.0,1,,
4.0,353.0,1,,
196.0,242.0,1,,
342.0,328.0,1,,
143.0,3094.0,1,,
69.0,857.0,1,,
16.0,655.0,1,,
11.0,1068.0,1,,
70.0,371.0,1,,
38.0,7456.0,1,,
281.0,94.0,1,,
7372.0,2014.0,1,,
84.0,1083.0,1,,
436.0,138.0,1,,
1.0,455.0,1,,
17.0,176.0,1,,
3.0,100.0,1,,
150.0,473.0,1,,
7525.0,826.0,1,,
136.0,228.0,1,,
30.0,2970.0,1,,
1.0,29.0,1,,
5342.0,1790.0,1,,
199.0,801.0,1,,
87.0,291.0,1,,
9.0,32.0,1,,
8.0,166.0,1,,
627.0,715.0,1,,
2117.0,2737.0,1,,
1615.0,996.0,1,,
1.0,57.0,1,,
12.0,1861.0,1,,
51.0,345.0,1,,
45.0,533.0,1,,
260.0,1369.0,1,,
76.0,1941.0,1,,
542.0,210.0,1,,
