49,336,1
341,1122,1
3,589,1
113,65,1
1,2927,1
38,2841,1
90,328,1
175,182,1
76,619,1
1,725,1
107,361,1
3,1360,1
12,1535,1
95,2380,1
62,26,1
22,122,1
194,117,1
204,7397,1
114,3383,1
1147,798,1
51,7592,1
51,21,1
684,157,1
181,404,1
62,8,1
1128,26,1
2083,1463,1
73,83,1
137,2717,1
67,1327,1
389,7400,1
114,7087,1
7484,7506,1
122,759,1
36,1191,1
138,566,1
126,3381,1
69,2196,1
1,3000,1
252,1676,1
5342,813,1
21,2520,1
979,2359,1
7505,7535,1
2,504,1
651,1596,1
1922,16,1
43,137,1
49,1560,1
1603,2054,1
244,143,1
173,207,1
8,7578,1
18,1525,1
1235,2013,1
8,2408,1
725,183,1
42,270,1
7403,145,1
174,164,1
379,389,1
8,5,1
137,844,1
93,6369,1
1,2742,1
11,491,1
1691,1192,1
649,1197,1
448,1962,1
4,3356,1
146,634,1
523,278,1
380,668,1
1232,2504,1
35,117,1
77,4934,1
6,1361,1
17,799,1
7595,882,1
275,1121,1
1,613,1
13,2386,1
13,650,1
29,205,1
7335,64,1
89,37,1
34,320,1
211,687,1
15,272,1
38,272,1
1339,3,1
798,857,1
7603,2828,1
58,292,1
318,656,1
603,1199,1
365,2096,1
58,81,1
66,48,1
48,7371,1
1458,254,1
90,883,1
4,1108,1
1,2695,1
102,1247,1
1989,2613,1
55,80,1
7595,1171,1
245,7398,1
126,86,1
583,628,1
181,21,1
108,382,1
1,534,1
1,1736,1
2004,7373,1
706,128,1
92,27,1
479,7564,1
116,3137,1
352,1895,1
38,14,1
333,83,1
1141,1142,1
33,167,1
62,885,1
35,70,1
260,80,1
34,120,1
116,30,1
125,131,1
123,29,1
12,1184,1
245,708,1
160,1845,1
460,1855,1
114,897,1
1010,2115,1
156,1495,1
3,81,1
95,413,1
17,47,1
250,406,1
535,422,1
12,751,1
336,980,1
1,617,1
14,2804,1
28,2022,1
14,2134,1
3,125,1
863,2068,1
178,7514,1
384,541,1
178,1565,1
154,7498,1
3,632,1
563,1413,1
393,329,1
596,124,1
87,1381,1
104,186,1
979,1954,1
7603,482,1
33,1137,1
75,76,1
96,647,1
19,288,1
763,213,1
95,26,1
2,544,1
62,203,1
20,66,1
26,386,1
244,6,1
153,931,1
137,7394,1
11,196,1
259,177,1
184,3034,1
331,177,1
85,7588,1
154,72,1
79,1276,1
58,7,1
48,1420,1
18,386,1
256,18,1
95,188,1
350,1022,1
10,3014,1
940,1133,1
1,2342,1
38,241,1
2,318,1
48,516,1
291,36,1
1194,972,1
231,39,1
1120,619,1
1402,2635,1
170,2224,1
149,2294,1
7,2869,1
19,191,1
672,32,1
72,632,1
86,1074,1
366,1638,1
166,1777,1
79,792,1
2,2446,1
1,1886,1
1580,822,1
183,169,1
69,1748,1
11,155,1
72,546,1
85,93,1
162,803,1
19,1192,1
1249,785,1
416,1071,1
2,710,1
594,1522,1
344,788,1
4,236,1
152,7552,1
129,502,1
395,1540,1
2144,14,1
10,159,1
108,1951,1
958,155,1
1,2848,1
15,274,1
111,7560,1
81,645,1
92,1833,1
292,34,1
285,2984,1
331,492,1
158,904,1
236,273,1
222,5,1
3,885,1
15,375,1
423,1277,1
3133,7514,1
26,32,1
24,88,1
1,2282,1
23,656,1
104,651,1
66,190,1
436,501,1
528,1586,1
2336,2428,1
9,2124,1
22,2119,1
191,463,1
867,4311,1
1,2793,1
116,822,1
239,2562,1
6,208,1
38,1502,1
5,801,1
1804,3030,1
130,1430,1
26,2280,1
177,937,1
7,980,1
1259,1014,1
1691,55,1
91,297,1
1107,1106,1
2336,218,1
23,389,1
124,2140,1
177,552,1
478,2560,1
2,767,1
22,735,1
122,591,1
43,32,1
159,47,1
137,2526,1
77,926,1
454,754,1
26,1946,1
178,1813,1
32,2365,1
22,933,1
334,187,1
96,648,1
515,619,1
9,33,1
133,26,1
290,397,1
36,983,1
199,371,1
124,8,1
772,1000,1
44,1087,1
41,5415,1
81,59,1
52,739,1
99,1993,1
35,2436,1
4,99,1
144,1888,1
1048,1811,1
44,323,1
34,197,1
115,93,1
87,309,1
195,7498,1
4,1230,1
26,6257,1
181,109,1
10,49,1
17,686,1
13,3041,1
2908,631,1
105,81,1
8,1578,1
902,1388,1
345,191,1
193,547,1
190,32,1
260,7565,1
735,7372,1
194,129,1
8,284,1
129,1213,1
298,324,1
20,155,1
9,305,1
1580,36,1
459,1199,1
25,1788,1
824,171,1
7564,927,1
119,380,1
7,2381,1
255,798,1
124,162,1
1,2801,1
598,3219,1
9,267,1
744,40,1
63,537,1
32,393,1
5,904,1
95,43,1
43,694,1
17,542,1
20,372,1
13,1535,1
7595,2322,1
98,900,1
1,2147,1
18,1164,1
8,120,1
1716,2735,1
585,21,1
4,145,1
67,411,1
204,949,1
409,2164,1
172,555,1
75,41,1
88,646,1
443,7564,1
222,82,1
1736,31,1
8,318,1
146,69,1
117,306,1
17,39,1
256,346,1
38,1047,1
71,968,1
228,7334,1
182,50,1
290,288,1
25,479,1
42,5,1
1476,1721,1
1,2352,1
1749,69,1
9,52,1
5,125,1
1034,2201,1
99,176,1
501,1102,1
309,92,1
174,822,1
222,120,1
57,117,1
39,7580,1
46,2718,1
333,177,1
21,205,1
1,264,1
18,874,1
58,1032,1
258,623,1
15,133,1
90,357,1
273,1612,1
49,830,1
294,2829,1
1839,3,1
54,840,1
143,1357,1
95,6,1
20,159,1
419,1214,1
7590,2259,1
256,2790,1
85,2373,1
19,3373,1
26,1427,1
181,130,1
6014,1341,1
65,2682,1
52,1138,1
199,6123,1
44,24,1
324,1953,1
42,640,1
1513,552,1
9,1470,1
491,53,1
122,41,1
375,900,1
1,296,1
7564,478,1
181,237,1
34,490,1
4,356,1
12,315,1
341,1002,1
87,7,1
2,126,1
