25029,26280,1
2440,10038,1
20699,63670,1
6283,37153,1
660,48094,1
29368,29370,1
75081,75082,1
11058,3678,1
41,55176,1
5959,2109,1
7517,12083,1
27961,27962,1
12228,10509,1
47,8021,1
14173,37950,1
1268,57243,1
12163,43362,1
1212,16364,1
662,16053,1
2585,11741,1
5099,73199,1
1273,4164,1
9080,9122,1
1052,19977,1
1219,52721,1
4763,11829,1
6834,18034,1
5923,16415,1
1087,8929,1
38248,21962,1
80,1775,1
5572,13039,1
733,917,1
7084,15491,1
3974,64168,1
1239,33931,1
2686,1930,1
4341,11903,1
29541,56155,1
2176,12572,1
169,8049,1
11722,47693,1
47,5059,1
30813,36759,1
3154,8302,1
2337,8071,1
14871,8729,1
905,7799,1
4646,4656,1
2446,9720,1
6307,12655,1
12617,45886,1
329,6614,1
47,1324,1
3924,4017,1
6137,10097,1
42543,73045,1
8833,7963,1
5216,12308,1
8009,20670,1
7005,18224,1
1087,4389,1
4,36795,1
1146,58206,1
14694,22174,1
3235,51986,1
30618,1597,1
1650,11625,1
8103,67146,1
10634,34874,1
111,2310,1
4057,4557,1
1700,12812,1
53176,60586,1
111,4883,1
7503,53017,1
25319,44675,1
4696,7677,1
1293,18154,1
4084,6414,1
1032,3006,1
2583,20374,1
1028,1343,1
888,23312,1
30060,2254,1
3185,7883,1
4921,3345,1
976,37936,1
3781,6108,1
7305,76986,1
1105,66020,1
17474,6625,1
906,15851,1
1313,4832,1
3245,21321,1
10897,50572,1
2181,28328,1
733,20298,1
35,24269,1
1324,394,1
44,23037,1
899,4303,1
20362,51461,1
29032,5093,1
27979,55532,1
48339,75279,1
949,1935,1
47,2514,1
1120,63771,1
9882,11313,1
1099,2587,1
1394,58511,1
6911,4201,1
3014,34679,1
113,33731,1
34130,24169,1
3338,11731,1
1756,55007,1
1890,43026,1
5408,31776,1
80,1584,1
1243,3616,1
5110,59012,1
8,38487,1
17323,17324,1
34538,29568,1
5911,12288,1
330,31503,1
4915,37696,1
4154,23913,1
19322,30755,1
14,1279,1
1848,4429,1
1650,32852,1
8465,21319,1
5426,2901,1
62,2514,1
850,2407,1
14862,11371,1
11196,5516,1
12283,38646,1
3897,30148,1
30313,68235,1
241,59045,1
14273,5902,1
1269,15950,1
37683,25664,1
12964,31841,1
5296,5457,1
57063,77790,1
112,67044,1
19483,15737,1
38937,20547,1
614,707,1
20742,27824,1
3184,8858,1
49185,26894,1
2117,2924,1
3539,24709,1
46045,10150,1
15325,8602,1
703,23164,1
14330,6443,1
47672,81379,1
25872,17698,1
4444,17633,1
9252,68200,1
149,16102,1
26872,8324,1
15205,7588,1
9998,25551,1
67341,67342,1
8449,45086,1
10457,56271,1
266,9811,1
11870,15004,1
2891,23241,1
17141,17690,1
12517,23202,1
1766,12234,1
52,144,1
1285,19688,1
5356,2185,1
888,3140,1
3455,1555,1
18021,33218,1
7378,8195,1
11272,7420,1
6532,5958,1
12720,43034,1
12100,7081,1
6986,50198,1
191,35022,1
2829,19612,1
25032,41690,1
938,5201,1
33,54511,1
62,25633,1
20785,15564,1
906,15895,1
21998,28424,1
20861,60126,1
36588,55528,1
191,22606,1
2962,10030,1
33,49034,1
3657,43123,1
1470,7713,1
5641,14277,1
28416,2230,1
3197,9422,1
11779,36717,1
62,22122,1
6214,51361,1
3325,8696,1
20146,54096,1
4773,24238,1
15856,35791,1
3204,4167,1
3806,52459,1
3657,75159,1
641,36147,1
1528,32127,1
170,5559,1
19446,7238,1
24208,27674,1
7883,24630,1
16333,17897,1
12459,67707,1
4303,12239,1
6283,22824,1
8501,4429,1
5353,28040,1
12950,4025,1
1934,5975,1
8472,13466,1
1438,10784,1
1125,25011,1
5075,23490,1
8367,60962,1
1310,6136,1
4206,6361,1
68046,68047,1
13097,21124,1
43994,43996,1
661,53673,1
6,770,1
636,6644,1
4842,28772,1
841,11426,1
999,39757,1
2053,17073,1
6022,2168,1
2280,4303,1
19394,3536,1
10619,51111,1
170,18080,1
9891,4860,1
1695,15761,1
21792,79715,1
30320,67308,1
9411,5313,1
162,9960,1
2364,6565,1
922,7626,1
3859,36143,1
1801,7445,1
6031,27811,1
1005,1589,1
1213,7515,1
44523,44522,1
811,79,1
3325,15370,1
60,68,1
14017,20995,1
846,7611,1
1343,72490,1
3884,3153,1
191,445,1
1950,2581,1
850,27966,1
6615,1559,1
3641,28830,1
15922,2777,1
4557,23274,1
1981,28361,1
6230,28366,1
6211,44167,1
2906,5631,1
4078,4079,1
1808,19595,1
2451,6317,1
10953,5625,1
837,3066,1
1710,22107,1
90,19483,1
29943,13892,1
1122,48138,1
1055,2061,1
1368,1570,1
3535,19079,1
22913,19150,1
44,9513,1
10987,24931,1
11745,11744,1
5189,8494,1
5238,17774,1
57955,63948,1
4263,1592,1
5741,36494,1
27262,33192,1
