2296,3410,0
2,744,1
4038,4659,1
5054,5227,1
3719,5203,0
1728,1735,1
3804,4119,1
4942,5120,1
3548,3534,1
710,2158,0
1201,1383,1
1386,2657,0
5955,5958,1
4746,4740,1
1543,2140,1
3451,4731,1
4675,4739,0
537,906,0
35,3305,1
3793,4668,0
2205,2209,0
29,171,1
204,3527,0
2628,2691,0
459,756,1
2028,2090,0
3583,4108,1
5316,5583,1
2296,4907,0
35,2431,1
1162,1264,1
3630,5212,1
1771,1880,1
2318,4594,1
2296,2625,1
35,115,1
577,708,1
2125,5324,0
2125,4742,0
2067,3793,0
570,574,1
2835,3744,0
3789,4682,0
215,2178,1
1876,1927,1
2658,3759,0
495,610,1
3897,4320,1
4385,5606,1
1595,1626,1
2067,3378,0
2067,2673,0
1810,3759,0
4559,5147,0
2067,2669,0
2266,3569,0
2709,2691,0
3794,4675,0
2063,2388,0
57,5712,0
446,3540,1
1386,1693,1
1997,2198,1
1318,2017,0
2198,2418,1
3844,3982,1
1352,3029,1
1653,1922,1
4559,5201,0
35,3363,1
923,1257,1
2266,3376,0
3792,4661,0
4172,5201,0
1802,2573,0
3810,4291,1
1201,1747,1
395,4688,0
606,3744,0
4532,5875,0
782,784,1
2538,4559,0
484,593,1
908,1019,1
80,1368,1
3445,3549,1
4522,4556,0
3792,4672,0
566,1217,1
1317,1785,1
1810,3327,1
3640,5180,1
1535,4291,0
2143,2498,0
2683,2685,1
273,832,1
35,1654,1
374,2266,0
159,2724,0
3553,3552,1
1543,2085,1
882,4365,1
2045,5484,0
4458,4686,0
3750,4482,1
1810,2718,0
361,5576,0
332,3136,1
115,5496,1
3319,4075,1
1555,2239,0
823,905,1
2498,4899,0
5413,5635,0
149,179,0
2125,5273,0
2755,3733,1
4,35,1
3794,4733,0
1744,1860,1
347,4172,0
1386,2194,1
469,3006,0
1386,1543,0
1689,2017,0
4559,5205,0
1162,2877,0
2208,2365,1
962,2351,0
1198,3993,0
4899,5200,0
309,1917,0
2017,3791,0
2045,4531,0
4532,5937,1
1555,2388,1
5069,5072,1
7,235,1
36,1745,1
13,1902,1
3792,4701,0
2351,2746,0
1810,2621,0
2861,3642,1
4559,5202,0
25,427,0
1271,3193,0
25,3045,1
3735,4210,1
5363,5489,0
2067,2623,0
3988,5529,1
592,1368,1
1400,1386,1
3795,4668,0
1971,2194,0
775,1454,1
25,2158,0
1478,1725,1
260,397,0
3787,4680,0
2642,3126,1
4833,5297,1
35,1832,1
5363,5525,0
2706,2691,0
4172,5441,0
2045,5205,0
2028,2683,0
3153,4897,1
1769,4339,0
2351,2700,0
2789,3260,1
2087,2095,1
1612,2296,1
1348,4172,0
1886,2540,0
4860,5577,1
135,2682,0
462,2877,0
3018,3249,1
729,2710,1
1352,4649,0
3735,4227,1
3788,4673,0
2125,4676,0
1245,1961,1
2125,4686,0
2695,2691,0
1916,2600,1
405,2266,0
4622,4654,0
202,363,1
2635,3047,1
2125,4379,1
2,3722,0
4,1566,1
1991,2141,1
4251,5025,0
62,4559,0
144,2266,0
546,2537,1
2631,2691,0
1693,2524,1
635,1279,1
1810,5544,0
2600,4632,1
5312,5371,0
2028,2780,1
4531,4656,0
3795,4678,0
3646,4859,0
2125,5110,0
35,873,1
1,1318,1
1386,1490,1
2266,2544,0
2351,2738,0
2125,5109,0
3791,4531,0
1334,1792,0
2897,3878,0
4838,5285,0
80,2877,0
1363,3760,0
3498,3556,1
2296,2725,1
787,788,1
3795,4686,0
35,1560,1
2496,2642,1
4411,4523,1
1810,4868,0
310,353,0
62,3988,0
3436,3429,0
3792,4677,0
1363,2725,0
2125,4662,0
1068,1163,1
2987,5363,0
2110,3027,0
4172,5185,0
1670,4266,1
304,1850,1
481,4291,1
988,4090,1
2625,3582,1
472,484,0
4382,5635,1
545,2045,0
2067,4732,1
4136,4694,1
502,1332,1
412,4611,0
3345,3897,1
1396,4304,1
3759,3787,0
1396,2603,0
